division,category,Gene Symbol,Gene Name,Synonyms,MGI_IDs,MGI_IDs Links,UniProt_IDs,Refseq_IDs,Notes
Matrisome-associated,ECM Regulators,Ctsw,cathepsin W,lymphopain,MGI:1338045,MGI:1338045,P56203:Q8C2M0,NP_034115.2:NP_034115.2,Cathepsin
Matrisome-associated,ECM Regulators,Ctsz,cathepsin Z,AI787083|AU019819|CTSX|D2Wsu143e,MGI:1891190,MGI:1891190,Q545I6:Q9ES94:Q9WUU7,NP_071720.1:NP_071720.1,Cathepsin
Matrisome-associated,ECM Regulators,Egln1,EGL nine homolog 1 (C. elegans),AI503754|C1orf12|ORF13|Phd2|SM-20,MGI:1932286,MGI:1932286,Q5XJZ0:Q91YE3,NP_444437.2,
Matrisome-associated,ECM Regulators,Egln2,EGL nine homolog 2 (C. elegans),0610011A13Rik|C85656|Ier4|MGC101954|Phd1|SM-20,MGI:1932287,MGI:1932287,Q3TXL8:Q3U8V5:Q80X29:Q91YE2,NP_444438.2:NP_444438.2,
Matrisome-associated,ECM Regulators,Egln3,EGL nine homolog 3 (C. elegans),2610021G09Rik|AI505553|AI648162|Phd3|SM-20,MGI:1932288,MGI:1932288,Q91UZ4,NP_082409.2,
Matrisome-associated,ECM Regulators,Elane,"elastase, neutrophil expressed",Ela2|F430011M15Rik|NE,MGI:2679229,MGI:2679229,Q3UP87,NP_056594.2,
Matrisome-associated,ECM Regulators,F10,coagulation factor X,Cf10|fX,MGI:103107,MGI:103107,D3Z215:D3Z521:D3Z7R3:O88947:Q3TBR2:Q3TDB9:Q3U3V1:Q4FJS7:Q80Y26,NP_031998.3:NP_031998.3:NP_001229297.1:NP_001229297.1,
Matrisome-associated,ECM Regulators,F12,coagulation factor XII (Hageman factor),FXII,MGI:1891012,MGI:1891012,E9Q698:Q80YC5,NP_067464.2,
Matrisome-associated,ECM Regulators,F13a1,"coagulation factor XIII, A1 subunit",1200014I03Rik|AI462306|F13a,MGI:1921395,MGI:1921395,Q3TBF3:Q3TC79:Q3TDG1:Q3TQH1:Q3V3W7:Q8BH61:Q9DBT1,NP_001159863.1:NP_001159863.1:NP_083060.2,
Matrisome-associated,ECM Regulators,F13b,"coagulation factor XIII, beta subunit",Cf-13b|Cf13b,MGI:88379,MGI:88379,Q07968:Q3UER0:Q8K0W0,NP_112441.2:NP_112441.2,
Matrisome-associated,ECM Regulators,F2,coagulation factor II,Cf-2|Cf2|FII|thrombin,MGI:88380,MGI:88380,H7BX99:P19221:Q3TJ94,NP_034298.1:NP_034298.1,
Matrisome-associated,ECM Regulators,F7,coagulation factor VII,AI132620|Cf7|FVII|mfVII,MGI:109325,MGI:109325,P70375:Q3U2F0:Q542C2,NP_034302.2:NP_034302.2,
Matrisome-associated,ECM Regulators,F9,coagulation factor IX,AW111646|Cf-9|Cf9,MGI:88384,MGI:88384,A0JLY3:P16294,NP_032005.1,
Matrisome-associated,ECM Regulators,Fam20a,"family with sequence similarity 20, member a",,MGI:2388266,MGI:2388266,Q8CID3,NP_722477.1,
Matrisome-associated,ECM Regulators,Fam20b,"family with sequence similarity 20, member b",,MGI:2443990,MGI:2443990,Q8VCS3,NP_663388.1:XP_006496799.1:XP_006496800.1,
Matrisome-associated,ECM Regulators,Fam20c,"family with sequence similarity 20, member c",,MGI:2136853,MGI:2136853,E0CY01:Q5MJS3,NP_085042.2,
Matrisome-associated,ECM Regulators,Gm10334,predicted gene 10334,,MGI:3641889,MGI:3641889,Q792Y8,NP_001096623.1,
Matrisome-associated,ECM Regulators,Gm13011,predicted gene 13011,OTTMUSG00000009877,MGI:3651647,MGI:3651647,A2A9U8,NP_001119790.1,
Matrisome-associated,ECM Regulators,Gm4758,predicted gene 4758,EG209324|Stfna3l1,MGI:3648404,MGI:3648404,L7N258,XP_156070.1  ,Cystatin
Matrisome-associated,ECM Regulators,Gm4787,predicted gene 4787,Adam4b|EG214321,MGI:3646380,MGI:3646380,B2RUD9,NP_001034084.2,
Matrisome-associated,ECM Regulators,Gm5347,predicted gene 5347,EG384814,MGI:3647274,MGI:3647274,Q7M765,NP_001073400.1:XP_006509519.1,
Matrisome-associated,ECM Regulators,Gm5409,predicted pseudogene 5409,Try10l|EG386551,MGI:3643903,MGI:3643903,Q7M754,NP_001003664.1,
Matrisome-associated,ECM Regulators,Gm5416,predicted gene 5416,EG408196|Stfna1l1,MGI:3644688,MGI:3644688,Q05B95:Q6IE28,NP_001076011.1,Cystatin
Matrisome-associated,ECM Regulators,Gm5483,predicted gene 5483,EG433016,MGI:3645124,MGI:3645124,B2RV77,NP_001076016.1,Cystatin
Matrisome-associated,ECM Regulators,Gm5771,predicted gene 5771,EG436523,MGI:3646222,MGI:3646222,Q792Y9,NP_001034086.1,
Matrisome-associated,ECM Regulators,Habp2,hyaluronic acid binding protein 2,AI035669|FSAP|HABP|HGFAL|MGC28705|PHBP,MGI:1196378,MGI:1196378,E9Q092:E9Q0C5:E9QM92:F7B276:F7D2A6:Q3UEI7:Q3V1J8:Q8K0D2,XP_006527077.1:NP_666213.1:NP_666213.1,
Matrisome-associated,ECM Regulators,Hpse,heparanase,HSE1|Hpa|Hpr1,MGI:1343124,MGI:1343124,D3Z3C3:Q6YGZ1,NP_690016.1,
Matrisome-associated,ECM Regulators,Hpse2,heparanase 2,Gm968,MGI:2685814,MGI:2685814,B2RY83,NP_001074726.1,
Matrisome-associated,ECM Regulators,Hrg,histidine-rich glycoprotein,AI265597|AW413091|D16jh2|D18020|Hprg|Hrgp,MGI:2146636,MGI:2146636,Q9ESB3,NP_444406.2,
Matrisome-associated,ECM Regulators,Htra1,HtrA serine peptidase 1,AI429470|HTRA|L56|Prss11|RSPP11,MGI:1929076,MGI:1929076,Q9R118,NP_062510.2,
Matrisome-associated,ECM Regulators,Htra3,HtrA serine peptidase 3,2210021K23Rik|9530081K03Rik|Prsp|Tasp,MGI:1925808,MGI:1925808,Q8R221:Q9D236,NP_001036080.1:NP_084403.2,
Matrisome-associated,ECM Regulators,Htra4,HtrA serine peptidase 4,B430206E18Rik,MGI:3036260,MGI:3036260,A2RT60,NP_001074656.1,
Matrisome-associated,ECM Regulators,Hyal1,hyaluronoglucosaminidase 1,Hya1|Hyal-1,MGI:96298,MGI:96298,D3YXU8:D6RFV7:Q91ZJ9,NP_032343.2,
Matrisome-associated,ECM Regulators,Hyal2,hyaluronoglucosaminidase 2,AI256841|AU020858|AW555733,MGI:1196334,MGI:1196334,O35632:Q3UZE4:Q542F2,NP_034619.2:XP_006511706.1:XP_006511707.1:XP_006511708.1:NP_034619.2:XP_006511706.1:XP_006511707.1:XP_006511708.1,
Matrisome-associated,ECM Regulators,Hyal3,hyaluronoglucosaminidase 3,Hyl3,MGI:1330288,MGI:1330288,D3YVY7:Q8VEI3,NP_821139.2,
Matrisome-associated,ECM Regulators,Hyal4,hyaluronoglucosaminidase 4,4632428M18Rik,MGI:1924292,MGI:1924292,L0MX76:Q05A56,NP_084124.1:NP_084124.1,
Matrisome-associated,ECM Regulators,Hyal5,hyaluronoglucosaminidase 5,4933439A12Rik,MGI:1921718,MGI:1921718,Q812F3:Q9CUA5,NP_083233.1:XP_006505249.1:XP_006505250.1,
Matrisome-associated,ECM Regulators,Hyal6,hyaluronoglucosaminidase 6,4932701A20Rik|Hyal-ps1|Hyalp1,MGI:1921659,MGI:1921659,Q8CDQ9:Q9D4E9,NP_083196.2,
Matrisome-associated,ECM Regulators,Itih1,"inter-alpha trypsin inhibitor, heavy chain 1",Intin1|Itih-1,MGI:96618,MGI:96618,F8WJ05:Q61702:Q8K159:Q91WU7,XP_006518646.1:NP_032432.2,
Matrisome-associated,ECM Regulators,Itih2,"inter-alpha trypsin inhibitor, heavy chain 2",AI747202|Intin2|Itih-2,MGI:96619,MGI:96619,E0CX69:G3X977:Q3UEG7:Q61703:Q8K016,NP_034712.2:NP_034712.2,
Matrisome-associated,ECM Regulators,Itih3,"inter-alpha trypsin inhibitor, heavy chain 3",AW108094|Intin3|Itih-3,MGI:96620,MGI:96620,E9PVS1:F6ZXJ7:Q61704,NP_032433.2,
Matrisome-associated,ECM Regulators,Itih4,"inter alpha-trypsin inhibitor, heavy chain 4",Itih-4,MGI:109536,MGI:109536,A6X935:E9PVD2:E9Q5L2,NP_001152771.1:NP_001276561.1:NP_001276562.1:NP_061216.2:NP_001152771.1:NP_001276561.1,
Matrisome-associated,ECM Regulators,Itih5,inter-alpha (globulin) inhibitor H5,4631408O11Rik|5430408M01Rik|E130106B02,MGI:1925751,MGI:1925751,Q8BJD1,NP_766059.1,
Matrisome-associated,ECM Regulators,Kazald1,Kazal-type serine peptidase inhibitor domain 1,AI842353|Bono1|IGFBP-rP10,MGI:2147606,MGI:2147606,Q3U2U8:Q8BJ66,NP_849260.2:XP_006526629.1:XP_006526630.1:XP_006526631.1:XP_006526632.1,
Matrisome-associated,ECM Regulators,Kng1,kininogen 1,Kng|MGC123437,MGI:1097705,MGI:1097705,D3YTY9:D3Z2B2:O08677,NP_001095882.1:NP_001095881.1:NP_075614.1,
Matrisome-associated,ECM Regulators,Kng2,kininogen 2,MGC117836|MGC123404,MGI:3027157,MGI:3027157,E0CYI5:Q6DMP4:Q6S9I0:Q6S9I2:Q6S9I3,NP_001095879.1:NP_001095879.1:NP_001095880.1:NP_958763.1:NP_958763.1,
Matrisome-associated,ECM Regulators,Ky,kyphoscoliosis peptidase,CD1|D9Mgc44e|ky,MGI:96709,MGI:96709,F8VQF8:Q8C8H8:Q8CBK4,NP_077253.3,
Matrisome-associated,ECM Regulators,Lepre1,leprecan 1,2410024C15Rik|Gros1|P3H1,MGI:1888921,MGI:1888921,A2A7Q5:A6PW84:F2Z499:Q3V1T4,NP_062756.2:NP_001273077.1:NP_001035874.1:NP_001273077.1:NP_062756.2:NP_062757.2,
Matrisome-associated,ECM Regulators,Leprel1,leprecan-like 1,4832416N06|AW553532|Mlat4,MGI:2146663,MGI:2146663,Q8CG71,NP_775555.1,
Matrisome-associated,ECM Regulators,Leprel2,leprecan-like 2,BC016431|Grcb|P3h3,MGI:1315208,MGI:1315208,D6RHQ3:Q8CG70,NP_038562.2,
Matrisome-associated,ECM Regulators,Lox,lysyl oxidase,AI893619|TSC-160,MGI:96817,MGI:96817,P28301:Q3TLP7:Q3TP83:Q3TWI1:Q3TX90:Q3TXH3:Q3UXV2,NP_001273110.1:NP_001273111.1:NP_034858.2:NP_001273110.1:NP_001273111.1:NP_034858.2:NP_001273110.1:NP_001273111.1:NP_034858.2,
Matrisome-associated,ECM Regulators,Loxl1,lysyl oxidase-like 1,Loxl|MGC106801,MGI:106096,MGI:106096,P97873:Q4QQJ7:Q8BP04,NP_034859.2,
Matrisome-associated,ECM Regulators,Loxl2,lysyl oxidase-like 2,1110004B06Rik|4930526G11Rik|9430067E15Rik|MGC10222,MGI:2137913,MGI:2137913,P58022,NP_201582.2:XP_003688982.2:XP_006519810.1,
Matrisome-associated,ECM Regulators,Loxl3,lysyl oxidase-like 3,Lor2|Loxl2,MGI:1337004,MGI:1337004,E9Q0X7:Q3UM16:Q9Z175,NP_038614.2,
Matrisome-associated,ECM Regulators,Loxl4,lysyl oxidase-like 4,4833426I20Rik|Loxc,MGI:1914823,MGI:1914823,E9PY86:E9Q600:Q6NV59:Q8C5D5:Q8CET3:Q8CEU1:Q924C6,NP_001157783.1:NP_001157783.1:NP_444313.3:NP_444313.3,
Matrisome-associated,ECM Regulators,Masp1,mannan-binding lectin serine peptidase 1,AW048060|CCPII|Crarf|Masp1/3,MGI:88492,MGI:88492,P98064,NP_032581.2:XP_006521891.1,
Matrisome-associated,ECM Regulators,Masp2,mannan-binding lectin serine peptidase 2,MASP-2|MAp19,MGI:1330832,MGI:1330832,Q3UEP7:Q91WP0,NP_001003893.1:NP_034897.1,
Matrisome-associated,ECM Regulators,Mep1a,meprin 1 alpha,AI098089|AW107200|Mep-1|Mep-1a|Mep1,MGI:96963,MGI:96963,P28825:Q3TP44:Q3UWD0,NP_032611.2:XP_006523814.1,
Matrisome-associated,ECM Regulators,Mep1b,meprin 1 beta,MGC159330|Mep-1b,MGI:96964,MGI:96964,Q60978:Q61847,NP_032612.2,
Matrisome-associated,ECM Regulators,Mmp10,matrix metallopeptidase 10,AV377895,MGI:97007,MGI:97007,A1L3D0:O55123:Q6GXA1,NP_062344.1:NP_062344.1,
Matrisome-associated,ECM Regulators,Mmp11,matrix metallopeptidase 11,ST3|Stmy3,MGI:97008,MGI:97008,F6QGW1:Q02853:Q3UQT3:Q6GXA0:Q7TPW7,NP_032632.1:XP_006513381.1:NP_032632.1:XP_006513381.1,
Matrisome-associated,ECM Regulators,Mmp12,matrix metallopeptidase 12,AV378681|Mmel,MGI:97005,MGI:97005,D3Z705:D6RJI9:P34960:Q3TCW6:Q6GX99:Q8BJC0,NP_032631.3,
Matrisome-associated,ECM Regulators,Mmp13,matrix metallopeptidase 13,Clg|MMP-13|Mmp1,MGI:1340026,MGI:1340026,P33435:Q3U2N6:Q3U5R7:Q3U9V5:Q6GX98,NP_032633.1:NP_032633.1,
Matrisome-associated,ECM Regulators,Mmp14,matrix metallopeptidase 14 (membrane-inserted),AI325305|MT-MMP-1|MT1-MMP,MGI:101900,MGI:101900,P53690:Q3TQH0:Q3U2T0:Q6DFU5:Q6GX97,NP_032634.3:NP_032634.3,
Matrisome-associated,ECM Regulators,Mmp15,matrix metallopeptidase 15,AI503551|MT2-MMP,MGI:109320,MGI:109320,O54732:Q6GX96,NP_032635.1,
Matrisome-associated,ECM Regulators,Mmp16,matrix metallopeptidase 16,MT3-MMP|Mt3mmp,MGI:1276107,MGI:1276107,B1AVG8:B1AVH0:Q8BSA6:Q9WTR0:V9GXD8,NP_062698.2:NP_062698.2:XP_006537704.1,
Matrisome-associated,ECM Regulators,Mmp17,matrix metallopeptidase 17,MT4-MMP,MGI:1346076,MGI:1346076,Q9R0S3,NP_035976.3,
Matrisome-associated,ECM Regulators,Mmp19,matrix metallopeptidase 19,MGC123370,MGI:1927899,MGI:1927899,Q2KHP2:Q3UW97:Q9JHI0,NP_067387.1:NP_001157669.1:NP_067387.1,
Matrisome-associated,ECM Regulators,Mmp1a,matrix metallopeptidase 1a (interstitial collagenase),Mcol-A|Mcola,MGI:1933846,MGI:1933846,E9QPT8:Q9EPL5,NP_114395.1,
Matrisome-associated,ECM Regulators,Mmp1b,matrix metallopeptidase 1b (interstitial collagenase),Mcol-B|Mcolb,MGI:1933847,MGI:1933847,G5E8A9:Q9EPL6,NP_114396.3,
Matrisome-associated,ECM Regulators,Mmp2,matrix metallopeptidase 2,Clg4a|GelA|MMP-2,MGI:97009,MGI:97009,P33434:Q3UG07:Q6GXA5,NP_032636.1:NP_032636.1,
Matrisome-associated,ECM Regulators,Mmp20,matrix metallopeptidase 20 (enamelysin),-,MGI:1353466,MGI:1353466,P57748,NP_038931.1,
Matrisome-associated,ECM Regulators,Mmp21,matrix metallopeptidase 21,MGC124281|MGC124282,MGI:2664387,MGI:2664387,Q08EI4:Q3KP73:Q3KP74:Q8K3F2,NP_694423.1:XP_006507623.1:NP_694423.1,
Matrisome-associated,ECM Regulators,Mmp23,matrix metallopeptidase 23,CA-MMP|MGC130334|MGC130335,MGI:1347361,MGI:1347361,O88676,NP_036115.1:XP_006538945.1:XP_006538946.1,
Matrisome-associated,ECM Regulators,Mmp24,matrix metallopeptidase 24,AU040325|MT5-MMP,MGI:1341867,MGI:1341867,Q6GX95:Q9R0S2,NP_034938.3,
Matrisome-associated,ECM Regulators,Mmp25,matrix metallopeptidase 25,F730048C11Rik|Leukolysin|MMP20|MT6-MMP,MGI:2443938,MGI:2443938,Q3U435,NP_001028511.1,
Matrisome-associated,ECM Regulators,Mmp27,matrix metallopeptidase 27,Gm180,MGI:3039232,MGI:3039232,D3YV89:D3Z6I1:F6QKX8,NP_001025460.1:XP_006509921.1,
Matrisome-associated,ECM Regulators,Mmp28,matrix metallopeptidase 28 (epilysin),D130023P12,MGI:2153062,MGI:2153062,Q5SSG2:Q8BG29:Q8C2Y7:Q8CGV5:Q8CGV8,NP_766385.1:NP_536701.1,
Matrisome-associated,ECM Regulators,Mmp3,matrix metallopeptidase 3,SLN-1|SLN1|STR-1|Stmy1|Str1,MGI:97010,MGI:97010,P28862:Q3UFJ0:Q6GXA4:Q922W6,NP_034939.1:NP_034939.1,
Matrisome-associated,ECM Regulators,Mmp7,matrix metallopeptidase 7,MAT,MGI:103189,MGI:103189,Q10738:Q3UN27:Q6GXA3,NP_034940.2,
Matrisome-associated,ECM Regulators,Mmp8,matrix metallopeptidase 8,BB138268,MGI:1202395,MGI:1202395,O70138:Q3TAV4:Q3TCE6:Q3TD42:Q3U1P0:Q8C209:Q8C230,NP_032637.3,
Matrisome-associated,ECM Regulators,Mmp9,matrix metallopeptidase 9,AW743869|B/MMP9|Clg4b|MMP-9|pro-MMP-9,MGI:97011,MGI:97011,A2A5K8:P41245:Q3TTU7:Q3UQ52:Q6GXA2,NP_038627.1,
Matrisome-associated,ECM Regulators,Mug2,"C3 and PZP-like, alpha-2-macroglobulin domain containing 8",Cpamd8,MGI:99836,MGI:99836,P28666,NP_032672.2,
Matrisome-associated,ECM Regulators,Ngly1,N-glycanase 1,1110002C09Rik|PNGase|Png1,MGI:1913276,MGI:1913276,Q9JI78,NP_067479.2,
Matrisome-associated,ECM Regulators,Ogfod1,2-oxoglutarate and iron-dependent oxygenase domain containing 1,4930415J21Rik|AA387199|AA939912|AW061076|mKIAA1612,MGI:2442978,MGI:2442978,D3YTU2:Q3U0K8,NP_001087226.1:NP_808435.3,
Matrisome-associated,ECM Regulators,Ogfod2,2-oxoglutarate and iron-dependent oxygenase domain containing 2,1300006G11Rik|5730405M13Rik|AU041636|AW552395,MGI:1913877,MGI:1913877,D3YU42:Q9CQ04,XP_006530500.1:NP_079947.1,
Matrisome-associated,ECM Regulators,P4ha1,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide",AL022634|P4ha,MGI:97463,MGI:97463,E9Q7B0:Q3TN84:Q3TTT2:Q3UF16:Q60715,NP_035160.1:NP_035160.1:XP_006513403.1,
Matrisome-associated,ECM Regulators,P4ha2,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide",AA407196|C76437|P4hl,MGI:894286,MGI:894286,B0QZH0:B0QZH1:B0QZH2:B0QZH3:D6RCG8:F6ULE1:Q3UQ81:Q5SX74:Q5SX75:Q5SX76:Q60716:Q8BU53,NP_035161.2:NP_001129548.1:NP_035161.2:NP_035161.2:NP_001129548.1:NP_035161.2,
Matrisome-associated,ECM Regulators,P4ha3,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III",D930031A02Rik|MGC99449,MGI:2444049,MGI:2444049,D6RFD3:F6R2A2:H7BX23:Q6W3F0,NP_796135.3,
Matrisome-associated,ECM Regulators,P4htm,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",4933406E20Rik|AI853847|BB128974|MGC130597|Ph-4,MGI:1921693,MGI:1921693,Q2M2M8:Q8BG58,NP_083220.3:NP_083220.3,
Matrisome-associated,ECM Regulators,Pamr1,peptidase domain containing associated with muscle regeneration 1,5930437L24|E430002G05Rik|Ramp,MGI:2445082,MGI:2445082,Q8BU25,NP_776110.3,
Matrisome-associated,ECM Regulators,Pappa,pregnancy-associated plasma protein A,8430414N03Rik|IGFBP-4ase|PAG1|PAPP-A,MGI:97479,MGI:97479,Q8R4K8,NP_067337.1,
Matrisome-associated,ECM Regulators,Pappa2,pappalysin 2,PAPP-A2|PLAC3|Pappe,MGI:3051647,MGI:3051647,E9PZ87:F6TFC9:Q505G3:Q8BJG6,NP_001078845.1:XP_006496885.1:XP_006496886.1:XP_006496887.1:NP_001078845.1:NP_001078845.1,
Matrisome-associated,ECM Regulators,Pcsk5,proprotein convertase subtilisin/kexin type 5,PC5/6A|PC5A|PC6|SPC6,MGI:97515,MGI:97515,Q04592:Q91VK0,NP_001177412.1:NP_001156616.1,
Matrisome-associated,ECM Regulators,Pcsk6,proprotein convertase subtilisin/kexin type 6,C86343|Pace4|SPC4,MGI:102897,MGI:102897,E9Q4D0:F6XJP7:H3BJL4:H3BLN2:O35171:Q62030:Q8C4U4:Q8CFZ2:Q8R0Y1:Q99LE4,NP_001278113.1:NP_035178.1,
Matrisome-associated,ECM Regulators,Plat,"plasminogen activator, tissue",AU020998|AW212668|D8Ertd2e|MGC18508|tPA,MGI:97610,MGI:97610,P11214,NP_032898.2,
Matrisome-associated,ECM Regulators,Plau,"plasminogen activator, urokinase",u-PA|uPA,MGI:97611,MGI:97611,P06869:Q0VBA8:Q8C6L2,NP_032899.1:NP_032899.1,
Matrisome-associated,ECM Regulators,Plg,plasminogen,AI649309|Pg,MGI:97620,MGI:97620,P20918:Q3V1T9:Q6TCI0,NP_032903.3:NP_032903.3,
Matrisome-associated,ECM Regulators,Plod1,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 1",2410042F05Rik|AI854890|AV007929|Lh1|Plod,MGI:99907,MGI:99907,A8Y5E6:F6WNR1:Q3TZN4:Q3V2R7:Q91Z26:Q9R0E2,NP_035252.1,
Matrisome-associated,ECM Regulators,Plod2,"procollagen lysine, 2-oxoglutarate 5-dioxygenase 2",D530025C14Rik|LH2|Plod-2,MGI:1347007,MGI:1347007,E9Q718:Q3U055:Q9R0B9,NP_001136388.1:NP_001136388.1:NP_036091.2,
Matrisome-associated,ECM Regulators,Plod3,"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3",AI414586|LH3,MGI:1347008,MGI:1347008,F6W3Q8:Q9R0E1,NP_036092.1,
Matrisome-associated,ECM Regulators,Prss1,"protease, serine, 1 (trypsin 1)",Try-1|Try1|Trygn16,MGI:98839,MGI:98839,Q9Z1R9,NP_444473.1,
Matrisome-associated,ECM Regulators,Prss12,"protease, serine, 12 neurotrypsin (motopsin)",Bssp-3|motopsin,MGI:1100881,MGI:1100881,O08762,NP_032965.1,
Matrisome-associated,ECM Regulators,Prss2,"protease, serine, 2",TRY8|TRYP|Ta|Tesp4|Try2,MGI:102759,MGI:102759,P07146:Q792Y6,NP_033456.1:NP_033456.1,
Matrisome-associated,ECM Regulators,Prss3,"protease, serine, 3",MGC176265|MTG|TRY4|Tb|Try3,MGI:102758,MGI:102758,B9EJ35:Q3V2G3:Q4G0C2:Q792Z0,NP_035775.1,
Matrisome-associated,ECM Regulators,Pzp,pregnancy zone protein,A1m|A2m|AI893533|MAM,MGI:87854,MGI:87854,D3YUI3:D3YW52:Q61838,NP_031402.3,
Matrisome-associated,ECM Regulators,Serpina10,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10",MGC25863|PZI|ZPI,MGI:2667725,MGI:2667725,Q8R121,NP_659083.2,
Matrisome-associated,ECM Regulators,Serpina11,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11",Gm895|MGC37881,MGI:2685741,MGI:2685741,D3Z0P3:E9QK54:E9QLL8:H3BJV3:Q3UEP8:Q8CIE0,NP_001159822.1:NP_955018.2:NP_001159822.1:NP_955018.2:NP_955018.2,
Matrisome-associated,ECM Regulators,Serpina12,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 12",4632419J12Rik,MGI:1915304,MGI:1915304,Q6P6M3:Q7TMF5,NP_080811.1,
Matrisome-associated,ECM Regulators,Serpina1a,"serine (or cysteine) peptidase inhibitor, clade A, member 1A",Aat-2|Aat2|Dom1|MGC117839|PI1|Spi1-1|Spi1-3,MGI:891971,MGI:891971,D3YZL0:P07758,NP_033269.1,
Matrisome-associated,ECM Regulators,Serpina1b,"serine (or cysteine) preptidase inhibitor, clade A, member 1B",D12Ucla2|Dom2|PI2|Spi1-2,MGI:891970,MGI:891970,P22599:Q3KQQ4:Q91X22,NP_033270.3,
Matrisome-associated,ECM Regulators,Serpina1c,"serine (or cysteine) peptidase inhibitor, clade A, member 1C",Pi3|Pi6|Skalp|Spi1-3|Spi1-6|Wap3,MGI:891969,MGI:891969,Q00896,NP_033271.1,
Matrisome-associated,ECM Regulators,Serpina1d,"serine (or cysteine) peptidase inhibitor, clade A, member 1D",AI118301|Dom4|PI4|Spi1-4,MGI:891968,MGI:891968,Q00897:Q8VC41,NP_033272.1,
Matrisome-associated,ECM Regulators,Serpina1e,"serine (or cysteine) peptidase inhibitor, clade A, member 1E",Dom5|PI5|Spi1-5,MGI:891967,MGI:891967,Q00898,NP_033273.1,
Matrisome-associated,ECM Regulators,Serpina1f,"serine (or cysteine) peptidase inhibitor, clade A, member 1F",0610012A11Rik|AI327419|epserin,MGI:1915598,MGI:1915598,E9PUC6:G3X9Z5:Q08EA5:Q9DCQ7,NP_001158214.1:NP_080963.2:NP_001158214.1:NP_080963.2,
Matrisome-associated,ECM Regulators,Serpina3a,"serine (or cysteine) peptidase inhibitor, clade A, member 3A",4933406L18Rik,MGI:1921319,MGI:1921319,H7BWY0:Q6P4P1,NP_001161177.1:NP_083016.1,
Matrisome-associated,ECM Regulators,Serpina3b,"serine (or cysteine) peptidase inhibitor, clade A, member 3B",6A1|A030003A19Rik,MGI:2182835,MGI:2182835,Q05A44:Q8BYY9,NP_766612.1:NP_766612.1,
Matrisome-associated,ECM Regulators,Serpina3c,"serine (or cysteine) peptidase inhibitor, clade A, member 3C",1A1|Kalbp|Klkbp|MGC144822|spi2,MGI:102848,MGI:102848,P29621:Q14AS7,NP_032484.1,
Matrisome-associated,ECM Regulators,Serpina3f,"serine (or cysteine) peptidase inhibitor, clade A, member 3F",2A1|BC049975,MGI:2182838,MGI:2182838,Q3UDB3:Q3UE77:Q3UTZ5:Q80X76,NP_001161766.1:NP_001161767.1:NP_001028507.2:NP_001161766.1:NP_001161767.1:NP_001028507.2:NP_001161766.1:NP_001161767.1,
Matrisome-associated,ECM Regulators,Serpina3g,"serine (or cysteine) peptidase inhibitor, clade A, member 3G",2A2|AI119734|MGC107057|Spi2-1|Spi2/eb.1|Spi2A|spi2,MGI:105046,MGI:105046,E9Q499:F2Z405:Q3U0Y1:Q4V9W0:Q5I2A0:Q62259,NP_033277.1,
Matrisome-associated,ECM Regulators,Serpina3k,"serine (or cysteine) peptidase inhibitor, clade A, member 3K",1300001I07Rik|D12Rp54|MMCM2|MMSpi2|RP54|Spi-2|Spi2,MGI:98377,MGI:98377,P07759,NP_035588.2,
Matrisome-associated,ECM Regulators,Serpina3m,"serine (or cysteine) peptidase inhibitor, clade A, member 3M",3e46|AI195004|MMCM7|MMSPi2.4|Spi-2l|Spi-2rs1|Spi2-,MGI:98378,MGI:98378,Q03734,NP_033279.2,
Matrisome-associated,ECM Regulators,Serpina3n,"serine (or cysteine) peptidase inhibitor, clade A, member 3N",Spi2-2|Spi2.2|Spi2/eb.4,MGI:105045,MGI:105045,G3X8T9:Q91WP6,NP_033278.2,
Matrisome-associated,ECM Regulators,Serpina5,"serine (or cysteine) peptidase inhibitor, clade A, member 5",4933415L04|PAI-3|Pci,MGI:107817,MGI:107817,P70458:Q8BVN1,NP_766541.2:XP_006515979.1:NP_766541.2,
Matrisome-associated,ECM Regulators,Serpina6,"serine (or cysteine) peptidase inhibitor, clade A, member 6",AI265318|AV104445|Cbg,MGI:88278,MGI:88278,D3Z2I9:Q06770:Q3UKW1:Q91WQ0,NP_031644.1,
Matrisome-associated,ECM Regulators,Serpina7,"serine (or cysteine) peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7",C730040N12Rik|Tbg,MGI:3041197,MGI:3041197,B1AW62:P61939:Q3UEL9:Q8BII9,XP_006528641.1:NP_808588.3:NP_808588.3,
